author,category,content,date,media,photo,title,url
,,"['&lt;16강전&gt; ●신민준 9단 ○퉁멍청 6단\xa0\xa0 \xa0 12보(192~207)=192는 흑의 약점을 정확히 꼬집은 회심의 한 수다. 신민준 9단이 193으로 잇자 퉁멍청 6단은 재깍 194로 흑의 맥을 끊었다. 중앙 흑이 둘로 쪼개진\xa0상황. 신민준은 어느 정도는 희생을 감수할 수밖에 없는 상황이다. \xa0 \xa0 기보퉁멍청의 펀치에 타격을 받은 신민준은 잠시 고민에 잠기더니 195로 묘한 곳에 치중했다. 195는 절묘한 타이밍에 상대의 대응을 묻는 응수타진이다. 205로 활로를 찾기 전에 좌상귀를 짚고 넘어간 것은 훗날 기분 좋은 끝내기를 예약하기 위해서다. 195로 인해 \'참고도1\' 흑1,3으로 넘어가는 선수(先手) 끝내기가 가능하다. 만약 \'참고도2\'처럼 백2로 차단한다면, 흑3으로 젖힌 다음 흑5로 끊는 것이 선수로 들어 백이 곤란한 상황. \xa0 \xa0 참고도1신민준은 중앙 흑 일곱점을 버리고 205, 207로 백 두 점을 잡아먹는 것으로 상황을 종료했다. 이것만으로도 충분히 승산이 있다는 계산에 따른 선택이다. 이후 수순은 의미 없는 퉁멍청의 미련이라 여기서 줄인다. 퉁멍청은 239수에 이르러서야 미련을 접고 돌을 던졌다. \xa0 참고도2퉁멍청을 통쾌하게 물리친 신민준은 당당히 삼성화재배 8강 멤버가 됐다. 하지만 8강에서 중국의 강자 탕웨이싱 9단을 만나 준결승 진출은 좌절되고 말았다. 그러나 그의 전성시대는 이제부터다. 내년 삼성화재배에서 그의 활약을 기대해본다.\xa0 \xa0 정아람 기자 aa@joongang.co.kr \xa0 ']",2019.01.02 00:03,중앙일보,, [2018 삼성화재배 월드바둑마스터스] 신민준의 전성기는 지금부터,https://news.joins.com/article/23254340
" 기자
						",,"['최근 보험회사들이 핀테크 회사들과 손잡고 모바일 애플리케이션 등에서 손쉽게 가입할 수 있는 미니보험들을 속속 선보이고 있다. 핀테크 회사들로서는 새로운 수익모델을 창출할 수 있고, 보험회사 역시 핀테크 서비스 활용에 능숙한 2030 고객들을 자사 보험상품으로 보다 손쉽게 유입할 수 있다는 셈법이 크게 작용한 것으로 보인다.토스가 선보이고 있는 미니보험 서비스 9일 관련업계에 따르면토스를 운영하는 비바리퍼블리카가는 삼성화재, 에이스손해보험, 교보라이프플래닛생명보험 등 생손보사들과 손잡고 4가지의 실속형 미니보험 상품을 출시했다. 토스가 선보인 미니보험은 모바일을 통해 자유롭게 가입할 수 있는데다 저렴한 보험료로 쉽게 젊은 세대들의 가입을 부르는 것이 특징이다.googletag.display(""google_dfp_MC_2x1,fluid""); 교보라이프플래닛은 이직 혹은 퇴사가 활발한 젊은층들을 겨냥해 3%의 이율의 `퇴직 준비 저축보험`을 선보였다.저렴한 보험료로 위암, 폐암, 간암 등 암발병률이 높은 3대 암을 중심으로 보장하는 미니암보험도 선보였다.에이스손해보험은 겨울휴가철을 맞아 일 1500원대 보험료로 상해, 골절, 손해배상 등 스키 탈 때 일어날 수 있는 위험을 보장받을 수 있는 스키보험을 선보였다. 삼성화재 역시 오프라인 대비 20% 저렴한 가입비로 해외 의료비부터 휴대품 손해, 항공기 지연 및 결항에 따른 추가 비용까지 보장하는 해외여행보험을 내놨다.뱅크샐러드 국민 건강설계 서비스 레이니스트 역시 자산관리앱 뱅크샐러드에 한화생명, 교보라이프플래닛, 미래에셋생명, KDB생명 등의 보험상품을 입점시켰다. 이는 국민 건강검진 데이터를 활용해 예상 질병과 의료비를 분석하고, 이를 토대로 개인에게 꼭 필요한 최적의 보험까지 추천해주는 `국민 건강설계` 서비스의 일환이다. 건강설계는 누적된 건강검진 결과 데이터를 확인하고, 이를 기반으로 필요한 보험 상품을 최저 금액순으로 추천해준다.크라우드 보험서비스 플랫폼 인바이유 역시 MG손해보험과 손잡고 `월1500원 운전자보험`을 선보이며 2030세대의 호응을 얻고 있다.googletag.display(""google_dfp_MC_250x250"");이외에도 해외여행자보험은 물론 국내여행보험, 유학생보험, 골프보험, 전국민생활체육단체보험 등 연이은 히트작을 내고 있다. 해당 보험들 역시 한화손해보험, 삼성화재 등 기존 보험사와의 협력이 함께했다.콧대높던 보험사들이 핀테크 회사들에게 문을 활짝 연 배경으로는 핀테크 회사들이 갖고 있는 2030 젊은 고객들을 자사 보험상품으로 유입할 수 있다는 셈법이 크게 작용한 것으로 보인다.보험업계 관게자는 ""과거에는 회사 차원에서 핀테크 회사들을 사실 크게 신경쓰지는 않았다""면서도 ""하지만 설계사보다는 자신이 꼼꼼하게 따져서 보험을 직접 가입하려는 젊은 소비자가 늘어남에 따라 핀테크회사와의 협업을 적극 장려하는 분위기가 됐다""고 설명했다.[디지털뉴스국 김진솔 기자][ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]window.jQuery || document.write("""")']",: 2019.01.09 14:48:59,매일경제,,"""2030 잡아라"" 핀테크發 미니보험 대격돌",https://www.mk.co.kr/news/economy/view/2019/01/18092/
,,,,,,,http://news.jtbc.joins.com/article/article.aspx?news_id=NB11752419
,,"[' 3위 우리카드에 승점3 차이 접근삼성화재 타이스가 8일 대전 충무체육관에서 열린 V리그 남자부 우리카드와의 경기에서 높은 타점을 이용해 스파이크를 터뜨리고 있다. 한국배구연맹 제공삼성화재가 타이스와 박철우의 쌍포를 앞세워 케이비(KB)손해보험을 꺾고 2연패에서 벗어났다.삼성화재는 8일 대전 충무체육관에서 열린 프로배구 도드람 2018~2019 V리그 남자부 4라운드 홈경기에서 케이비손보를 세트점수 3-1(25:20/25:17/29:31/25:14)로 제압했다. 4위 삼성화재는 이로써 13승9패를 기록하며 3위 우리카드(승점 38)와의 간격을 승점 3으로 좁혔다.삼성화재 타이스는 서브에이스 2개, 블로킹 3개 포함해 양팀 최다인 34득점을 올렸고, 공격성공률이 무려 63.04%에 이르렀다. 라이트 박철우는 23점을 올리며 타이스를 도왔다.삼성화재는 1, 2세트에서 케이비손보 국내선수들이 부진을 틈 타 비교적 쉽게 세트를 마무리지었다. 삼성화재는 3세트 막판 케이비손보의 거센 추격에 말려 역전패했지만 4세트 들어 조직력이 무너진 케이비손보를 상대로 타이스·박철우 등이 맹폭을 가해 승리를 확인했다.반면 케이비손보는 팀 최대 무기인 강서브의 위력을 살리지 못했고 팀 공격성공률이 41.66%에 그쳤다. 펠리페는 28점을 터트리며 분전했지만 김정호가 7점에 그쳤고, 기대했던 손현종은 3점으로 부진하며 연승행진을 3에서 멈췄다. 이찬영 기자 lcy100@hani.co.kr var aticle_no = 877552;후원하기응원해주세요, 더 깊고 알찬 기사로 보답하겠습니다후원하기 1,000원후원하기 5,000원후원하기 10,000원후원하기원진실을 알리고 평화를 지키는 데 소중히 쓰겠습니다. 응원합니다']",2019-01-08 21:48,한겨레,,"타이스 34점…삼성화재, KB손보 꺾고 2연패 탈출",http://www.hani.co.kr/arti/sports/sports_general/877552.html
,,"[' 프로배구에서 삼성화재가 공수에서 만능 활약을 펼친 살림꾼 송희채를 앞세워 KB를 물리쳤습니다. 2세트 후반 송희채가 강력한 서브로 득점을 올립니다. 이어 몸을 날리는 수비로 공을 살려내는 송희채, 박철우의 2단 토스를 거쳐 타이스의 강스파이크로 연결됩니다. 송희채는 직접 강스파이크로 쐐기 득점까지 올립니다. 서브 2득점을 포함해 알토란같은 13득점은 물론 끈질긴 수비까지. 만능 살림꾼 송희채를 앞세운 삼성화재는 KB손해보험에 3대 1로 승리했습니다.']",입력 2019.01.08 (21:49),KBS뉴스,,"‘만능 살림꾼’ 송희채 맹활약…삼성화재, KB손보 완파",http://news.kbs.co.kr/news/view.do?ncd=4111713&ref=A
,,"['삼성화재(사장 최영무·사진)는 화재, 해상, 자동차, 상해, 배상책임, 장기손해보험, 개인연금 등 다양한 손해보험상품과 퇴직연금상품을 판매하는 국내 1위 손해보험회사다. 삼성화재는 어려운 경영 환경 속에서도 우수한 채널, 차별화된 리스크 관리 및 건실한 자산운용으로 매출, 손익 및 투자영업 등 많은 부문에서 가시적인 성과를 거둬왔다. 올해도 이 같은 건실한 경영 기조를 더욱 강화해 회사의 미래 가치를 극대화하고, 고객 가치를 최우선으로 삼는 것을 목표로 삼고 있다.올 들어 글로벌 금융시장 불안정성이 크게 높아진 가운데 수출도 성장 둔화세가 현실화되고 있다. 장기간 이어지는 내수 침체 영향이 심화되는 등 올해는 보험산업의 양적·질적 기반 약화가 예상된다. 지속적으로 악화되는 경영 환경에서 삼성화재는 새로운 비상을 위해 ‘담대한 도전, 과감한 실행, 새로운 미래’를 올해 경영 목표로 정했다.장기보험은 채널 및 상품구조 혁신을 통해 시장에서 최상의 경쟁력을 발휘할 수 있도록 지원할 예정이다. 이를 위해 선제적 상품 공급, 현장 지향 언더라이팅 프로세스 개선 등 현장 중심 지원체계를 강화할 계획이다. 자동차보험은 보험물가 상승, 손해율 악화 등 불리한 사업 환경이 지속되고 있는 만큼 적정 원가 확보와 보상 효율을 제고하고 채널 대응도 강화할 예정이다. 시장과의 경쟁력 차별화 영역을 추가 발굴하고 판매 채널별 특화 영업전략도 확대 전개해 나갈 예정이다.일반보험은 그동안 지속된 사업구조 개선 및 신성장 동력 발굴 노력의 가시적 성과를 창출하는 한편 해외 사업 수익구조 안정화에 주력할 예정이다. 자산운용은 고수익 중심 자산 포트폴리오 조정, 투자이익 원천 다변화 등을 통해 내년에도 예상되는 금융시장 불안정성에 적극 대응할 계획이다. 이를 위해 혁신과 소통이라는 삼성화재만의 역동적 조직문화 정착을 통한 주요 경영전략 실행으로 올해를 삼성화재 ‘재도약의 원년’으로 만들어 갈 계획이다.삼성화재 관계자는 “끊임없는 도전과 혁신으로 새로운 가치를 창출하며, 고객에게 꼭 필요한 상품과 서비스를 개발해 보험산업을 선도할 것”이라며 “고객 중심 경영 활동을 선제적으로 기획하고 실행하기 위한 다양한 노력을 기울이겠다”고 말했다.강경민 기자 kkm1026@hankyung.com']",2019.01.08 16:02,한국경제,,"삼성화재, 리스크 관리 차별화…올해도 고객가치 최우선",https://www.hankyung.com/economy/article/2019010819301
,,,,,,,https://sports.news.naver.com/volleyball/news/read.nhn?oid=530&aid=0000004016
,,"['새해에는 보험설계사의 기본 정보를 인터넷으로 찾아볼 수 있게 된다. 공휴일에 은행 대출금을 갚을 수 있는 길도 열린다. 자동차보험료는 1월 중순 보험사에 따라 2~3% 오른다. 올해부터 달라지는 ‘알쓸(알아두면 쓸모 있는) 금융’ 정보를 정리했다. \xa0 올 하반기부터는 보험 가입을 권유하는 사람이 어떤 판매 이력을 가졌는지 쉽게 조회할 수 있게 된다. 그동안 보험 고객들은 친분이 있는 보험설계사를 믿고 보험 상품에 가입하는 경우가 많았다. 이 경우 개인적인 친분을 떠나 보험설계사로서 얼마나 신뢰할 수 있는 사람인지 객관적으로 확인하기는 어려웠다. \xa0 오는 7월 신설되는 ‘e-클린보험 시스템’에선 보험설계사의 정상 모집 여부, 제재 이력, 불완전 판매 비율 등을 볼 수 있다. 이를 위해 금융위원회와 금융감독원은 보험업 감독규정을 개정할 예정이다. \xa0 직장과 개인용 실손의료보험에 모두 가입한 고객은 보험료를 두 번 내지 않아도 된다. 실손의료보험은 병·의원을 이용할 때 환자가 실제 납부한 치료비를 보험사가 보장하는 상품이다. 만일의 경우 의료비 부담을 덜기 위해 개인적으로 가입하는 고객도 많지만, 회사에서 단체로 가입하는 경우도 있다. \xa0 그동안 둘 다 가입한 고객은 보험료를 두 번 내는 불합리한 점이 있었다. 그렇다고 개인적으로 가입한 보험을 중도 해지하면 손해를 감수해야 했다. \xa0 올해 안에 단체와 개인 실손보험에 중복으로 가입한 고객이 보험료를 두 번 내지 않아도 되도록 제도가 바뀐다. 회사에 있는 동안에는 개인 실손보험에 보험료 납입을 중지했다가 퇴직 후 재개할 수 있게 된다. \xa0 1일부터는 휴일에도 인터넷이나 모바일 뱅킹을 통해 은행 대출금을 갚을 수 있게 된다. 그동안 은행 대출을 받은 고객들은 은행이 문을 열지 않는 휴일엔 대출금을 갚기가 어려웠다. 그만큼 대출 이자에서 손해를 보는 경우도 많았다. 나이가 많아서 온라인 거래에 익숙지 않은 고객 등은 은행 자동입출금기(ATM)를 통해서도 대출을 갚을 수 있다. \xa0 올 1분기 중에는 소상공인·자영업자를 대상으로 하는 금리 연 2% 안팎의 특별 대출이 나온다. IBK기업은행이 출시하는 이 상품은 1조8000억원 규모로 출시된다. 대출금리는 은행들이 서로 돈을 주고받을 때 사용하는 단기 기준금리(코리보)를 적용한다. 지난해 12월 28일 기준 코리보는 연 2.01%였다. \xa0 현대해상 등 7개 손해보험사는 1월 중 자동차 보험료를 잇달아 인상한다. 보험료 인상폭은 현대해상과 DB손해보험은 평균 3.4%, 메리츠화재는 3.2% 수준이다. 업계 1위인 삼성화재는 오는 31일부터 평균 2.7% 자동차 보험료를 올리기로 했다. \xa0 정용환 기자 jeong.yonghwan1@joongang.co.kr ']",2019.01.01 00:02,중앙일보,, 보험 들기 전 설계사 정보 인터넷서 살펴보세요,https://news.joins.com/article/23252249
,,"['올해부터는 신차를 산 뒤 고장이 반복될 때 교환·환불받을 수 있는 한국판 ‘레몬법’이 시행되고, 전기차 보조금 지원대수는 늘어난다. 보험업계는 1월부터 자동차 보험료 인상을 예고하고 있어 자동차 소유자의 부담은 커질 전망이다. \xa0 올해부턴 신차 구매 후 같은 고장이 반복되면 자동차 제조사로부터 교환 혹은 환불받을 수 있다. [구글 이미지 캡처]올해 가장 큰 변화는 ‘레몬법’ 시행이다. 레몬법이란 1975년 미국에서 도입된 자동차 및 전자제품 관련 소비자 보호법이다. 레몬법이란 별칭이 붙은 건 ‘달콤한 오렌지인 줄 알고 샀는데 신 레몬이었다면 가게 주인이 바꿔줄 의무가 있다’는 데서 유래했다. \xa0 \xa0 1일 시행에 들어간 자동차 관리법 개정안에 따르면 인도된 지 1년 이내이고 주행거리가 2만㎞를 넘지 않은 새 차의 주요 부위에서 같은 고장이 3회 이상 반복되면 자동차 제작사는 교환하거나 환불해줘야 한다. 주요 부위란 원동기와 동력전달장치, 조향 및 제동장치 등이다. 주요 부위가 아닌 구조나 장치에서 같은 하자가 4번 발생하거나 누적 수리 기간이 30일을 넘어도 교환·환불 대상이다. \xa0 \xa0 친환경차 지원제도 역시 조금 바뀌었다. 2017년 100만원에서 지난해 50만원으로 줄었던 하이브리드 자동차(내연기관과 전기모터를 모두 구동하는 방식)의 구매 보조금이 없어졌다. 순수 전기차의 경우 중앙정부가 지급하는 국고보조금이 지난해 1200만원에서 900만원으로 줄고, 지방자치단체별 보조금도 다소 줄어들 예정이다. 보조금 대상 대수는 2만대에서 4만2000대로 늘어난다. 수소전기차의 보조금 대상 대수도 200여대에서 4000대로 늘었다. 올해 순수 전기차의 보조금 지원규모는 다소 줄어들고 지원 대상 대수는 늘어난다. 사진은 현대자동차의 전기차 코나 일렉트릭. [사진 현대자동차]\xa0 자동차 보험료는 1월 중순 평균 3.0~3.5% 인상된다. 16일 현대해상이 3.4% 인상하는 것을 시작으로 DB손해보험, 메리츠화재, KB손해보험 등이 인상을 예고했다. 삼성화재는 31일부터 개인용 차량의 보험료를 3% 올린다. \xa0 지난해 7월부터 적용됐던 개별소비세 한시 인하(5%→3.5%)조치는 올 6월까지로 연장됐다. 올 6월부터는 기존 장애인·국가유공자 외에 다자녀 가구에 대해 자동차 검사 수수료 할인·면제 혜택이 주어질 예정이다. 자동차 번호체계 변경으로 인한 번호판 교체는 9월 신규등록 차량부터 적용되며, 주차장법 시행규칙 개정으로 일반형 주차장의 폭은 최소 2.3m에서 2.5m로 커지고, 확장형 주차장(2.5x5.1m)의 폭과 너비가 모두 10㎝씩 늘어난다. \xa0 \xa0 이동현 기자 offramp@joongang.co.kr \xa0 ']",2019.01.01 14:23,중앙일보,, 레몬법 시행·보험료 인상…새해 車 달라지는 것들 ,https://news.joins.com/article/23253673
,,"['올해부터는 신차를 산 뒤 고장이 반복될 때 교환·환불받을 수 있는 한국판 ‘레몬법’이 시행되고, 전기차 보조금 지원대수는 늘어난다. 1일 시행에 들어간 자동차 관리법 개정안에 따르면 인도된 지 1년 이내이고 주행거리가 2만㎞를 넘지 않은 새 차의 주요 부위에서 같은 고장이 3회 이상 반복되면 자동차 제작사는 교환하거나 환불해줘야 한다. 친환경차 지원제도 역시 조금 바뀌었다. 하이브리드 자동차(내연기관과 전기모터를 모두 구동하는 방식)의 구매 보조금이 없어졌다. 순수 전기차의 경우 중앙정부가 지급하는 국고보조금이 지난해 1200만원에서 900만원으로 줄고, 지방자치단체별 보조금도 다소 줄어들 예정이다. 보조금 대상 대수는 2만대에서 4만2000대로 늘어난다. 자동차 보험료는 1월 중순 평균 3.0~3.5% 인상된다. 16일 현대해상이 3.4% 인상하는 것을 시작으로 DB손해보험, 메리츠화재, KB손해보험 등이 인상을 예고했다. 삼성화재는 31일부터 개인용 차량의 보험료를 3% 올린다. \xa0 \xa0 이동현 기자\xa0offramp@joongang.co.kr ']",2019.01.02 00:02,중앙일보,," 똑같은 고장 반복되면 새차, 교환·환불해줘야",https://news.joins.com/article/23254313
